,Bahan
763,"['telur ayam', 'bombay', 'daun seledri', 'tepung terigu', 'tepung roti', 'roti tawar', 'ayam', 'daun bawang', 'bawang putih', 'wortel', 'buncis', 'margarin', 'susu']"
764,"['terasi', 'cabai merah keriting', 'daun jeruk', 'daun salam', 'cabai merah', 'tomat', 'bawang putih', 'bawang merah', 'ikan tongkol']"
765,"['daun kemangi', 'lada bubuk', 'muda', 'daun jeruk', 'dada ayam', 'cabai merah', 'jahe', 'kunyit', 'tomat', 'bawang putih', 'bawang merah']"
766,"['tepung maizena', 'wijen', 'kering', 'kaldu', 'kecap asin', 'cabai merah', 'jahe', 'daun bawang', 'kacang mede', 'ayam', 'bawang putih', 'bawang bombay']"
767,"['lada bubuk', 'daging sapi', 'telur', 'daun bawang', 'seledri', 'bawang putih', 'kaldu bubuk', 'kentang']"
768,"['malam', 'daun jeruk', 'bawang putih', 'kencur', 'ketumbar', 'tempe']"
769,"['bawang merah', 'ayam', 'pala', 'daun jeruk', 'lengkuas', 'daun salam', 'jahe', 'daun bawang', 'kaldu bubuk', 'bawang putih', 'serai', 'merica']"
770,"['bihun', 'daun jeruk', 'lengkuas', 'mie kuning', 'jahe', 'kikil sapi', 'bawang putih', 'serai', 'merica', 'daging sapi']"
771,"['bawang merah', 'cabai hijau', 'daun salam', 'kecap manis', 'kepala', 'tahu', 'jahe', 'udang', 'bawang putih', 'bawang bombay', 'tauco', 'buncis']"
772,"['terasi', 'cabai merah', 'cabai rawit', 'tomat', 'bunga genjer', 'bawang putih', 'bawang merah', 'merah', 'genjer']"
773,"['tepung terigu', 'telur', 'tepung tapioka', 'vanila', 'tepung beras']"
774,"['kacang tanah', 'bawang putih']"
775,"['lada bubuk', 'usus ayam', 'cabai hijau', 'lengkuas', 'daun salam', 'kecap', 'cabai merah', 'kaldu bubuk', 'serai']"
776,"['seledri', 'margarin', 'tepung terigu', 'santan']"
777,"['muda', 'pisang kepok']"
778,"['beras ketan', 'telur', 'daun pandan', 'santan', 'merah', 'tepung beras']"
779,"['pasta coklat', 'tepung terigu', 'santan', 'coklat bubuk', 'margarin']"
780,"['baking powder', 'ayam', 'lengkuas', 'daun salam', 'kunyit', 'tepung tapioka', 'bawang putih', 'ungkepan', 'ketumbar', 'tepung beras']"
781,"['daun kemangi', 'kaldu jamur', 'cabai keriting', 'biji', 'cabai rawit', 'bawang putih', 'bawang merah', 'merah', 'kencur', 'tempe']"
782,"['ikan mas', 'cabai merah keriting', 'kacang', 'jeruk nipis', 'cabai rawit', 'jahe', 'kemiri', 'kunyit', 'putih', 'bawang putih', 'bawang merah', 'serai']"
783,"['keriting', 'jempol', 'daun jeruk', 'kayu manis', 'santan', 'jahe', 'asam kandis', 'putih', 'bawang merah', 'merah', 'kapulaga', 'daun kunyit', 'pala', 'daun salam', 'bunga lawang', 'cengkeh', 'serai', 'muda', 'kelapa', 'hela', 'lengkuas', 'daging sapi', 'kental', 'abai', 'bawang putih']"
784,"['lada', 'cabai keriting', 'kol', 'bawang putih', 'bawang merah', 'wortel', 'kaldu bubuk', 'buncis']"
785,"['muda', 'daun kunyit', 'kelapa', 'daun jeruk', 'nangka', 'daun salam', 'kacang', 'santan', 'kunyit', 'asam kandis', 'bawang putih', 'bawang merah', 'serai']"
786,"['perkedel', 'daun jeruk', 'kayu manis', 'jahe', 'kemiri', 'jinten', 'bawang merah', 'kentang', 'ketumbar', 'pala', 'serai', 'bawang', 'lengkuas', 'daun bawang', 'daging sapi', 'soun', 'kunyit', 'kaldu bubuk', 'bawang putih']"
787,"['lengkuas', 'jeruk nipis', 'tomat hijau', 'jahe', 'kunyit', 'bawang putih', 'bawang merah', 'serai', 'ikan tenggiri']"
788,"['lada', 'bawang', 'ikan kakap', 'jeruk nipis', 'tomat hijau', 'kecap ikan', 'putih', 'bawang putih', 'bawang merah', 'kaldu bubuk', 'merah', 'bawang bombay']"
789,"['telur ayam', 'tepung maizena', 'tepung terigu', 'ayam', 'kaldu bubuk', 'bawang putih']"
790,"['sedap', 'bakso', 'telur', 'dada ayam', 'mie', 'hijau', 'bawang putih', 'tepung maizena', 'sawi']"
791,"['tepung sagu', 'kacang tanah', 'kulit pangsit', 'cabai merah', 'daun bawang', 'bawang putih', 'bawang merah', 'ikan tenggiri', 'merica']"
792,"['tauge', 'wijen', 'daging sapi', 'iga', 'saus tiram', 'telur', 'bayam', 'kecap', 'biji', 'beras', 'jepang', 'timun', 'jamur enoki', 'akar', 'jamur champignon', 'margarin']"
793,"['tauge', 'sosis sapi', 'bengkuang', 'bakso sapi', 'ayam', 'kulit lumpia', 'bawang putih', 'bawang merah', 'merica']"
794,"['bawang merah', 'terasi', 'lalap', 'sayur', 'ayam', 'cabai keriting', 'oncom', 'sambal', 'bawang putih', 'nasi putih', 'kencur']"
795,"['keju cheddar', 'smoked beef', 'sosis', 'tepung terigu', 'merica', 'labu', 'butter', 'bayam', 'parang', 'telur', 'salted', 'bawang bombay', 'tawar', 'margarin', 'susu']"
796,"['cabai merah keriting', 'jeruk nipis', 'ikan salem', 'saos', 'jahe', 'tomat', 'kaldu bubuk', 'bawang merah', 'bawang putih', 'margarin']"
797,"['tepung maizena', 'sosis', 'tepung terigu', 'saus sambal', 'french fries', 'tepung', 'mayonaise', 'saus tomat', 'serbaguna']"
798,"['saus tiram', 'jeruk nipis', 'biji', 'kecap manis', 'merica bubuk', 'daun bawang', 'kecap inggris', 'tomat', 'udang', 'bawang bombay', 'margarin']"
799,"['daun jeruk', 'daun salam', 'jahe', 'kemiri', 'kunyit', 'bawang putih', 'bawang merah', 'serai', 'merica', 'daging sapi']"
800,"['tulang', 'saus tiram', 'paprika hijau', 'jeruk nipis', 'merica bubuk', 'daun bawang', 'cabai', 'bawang putih', 'kulit', 'saus tomat', 'cumi', 'saus']"
801,"['cabai merah keriting', 'daun jeruk', 'telur', 'tomat', 'bawang putih', 'bawang merah', 'serai']"
802,"['lemas', 'sayur', 'saus tiram', 'telur', 'kecap asin', 'mie', 'merica bubuk', 'kecap manis', 'hijau', 'paha ayam', 'bawang putih', 'sawi']"
803,"['tepung sagu', 'wijen', 'saus tiram', 'tepung terigu', 'dada ayam', 'telur', 'ayam', 'udang', 'bawang putih', 'tepung panir', 'merica']"
804,"['mentega', 'lada', 'merica bubuk', 'hitam', 'kentang', 'susu']"
805,"['tepung terigu', 'keju', 'susu bubuk', 'meises', 'warna', 'kuning telur', 'warni', 'cokelat', 'margarin', 'serbaguna']"
806,"['cabai rawit merah', 'daun kunyit', 'kering', 'ikan patin', 'lengkuas', 'jeruk nipis', 'tomat hijau', 'kunyit', 'asam kandis', 'cabai', 'bawang putih', 'bawang merah', 'serai']"
807,"['tepung sagu', 'tepung terigu', 'kering', 'cabai merah keriting', 'telur', 'asam jawa', 'ebi', 'cabai rawit', 'daun bawang', 'timun', 'bawang putih', 'bawang merah', 'merah', 'merica', 'serbaguna']"
808,"['perkedel', 'daun jeruk', 'sambal', 'kayu manis', 'jeruk nipis', 'jahe', 'kemiri', 'bawang merah', 'kentang', 'merah', 'kapulaga', 'daun salam', 'kembang', 'cengkeh', 'jintan', 'serai', 'merica', 'lawang', 'lengkuas', 'daun bawang', 'seledri', 'daging sapi', 'kerupuk merah', 'soun', 'pala bubuk', 'bawang putih', 'cabe']"
809,"['keju cheddar', 'tepung sagu', 'margarin']"
810,"['bawang merah', 'cabai rawit merah', 'cabai merah keriting', 'lengkuas', 'ati ampela ayam', 'daun salam', 'santan', 'kemiri', 'pasang', 'bawang putih', 'merah']"
811,"['ketumbar bubuk', 'tahu pong', 'cabai merah keriting', 'tepung terigu', 'kol', 'telur', 'merica bubuk', 'cabai rawit', 'daun bawang', 'seledri', 'tepung tapioka', 'bawang putih', 'bawang merah']"
812,"['telur ayam', 'saus tiram', 'cabai hijau', 'merica bubuk', 'kecap manis', 'daun bawang', 'tomat', 'bawang putih', 'bawang merah']"
813,"['cabai rawit merah', 'terasi', 'cabai merah keriting', 'ayam kampung', 'jeruk nipis', 'biji', 'tomat', 'bawang putih', 'bawang merah', 'kencur']"
814,"['telur', 'margarin', 'pala bubuk', 'merica bubuk', 'daun pisang', 'kaldu sapi', 'kecap manis', 'ayam', 'bawang putih', 'bawang bombay', 'tepung maizena', 'wortel', 'kentang', 'buncis', 'saus tomat', 'giling', 'susu', 'daging sapi']"
815,"['ayam', 'daun jeruk', 'jahe', 'kemiri', 'bawang merah', 'kacang kedelai', 'ketumbar', 'telur', 'kerupuk', 'daun salam', 'beras', 'serai', 'merica', 'lengkuas', 'seledri', 'kaldu', 'kaldu ayam bubuk', 'kunyit', 'bawang putih']"
816,"['daun jeruk', 'santan', 'kepala', 'kemiri', 'tepung tapioka', 'udang', 'bawang putih', 'kencur', 'ketumbar', 'tepung beras']"
817,"['tepung sagu', 'terasi', 'kacang tanah', 'bubuk', 'bayam', 'jagung', 'kacang', 'jeruk nipis', 'biji', 'daun', 'cabai rawit', 'kunyit', 'ikan cakalang', 'asam', 'udang']"
818,"['wijen', 'saus tiram', 'ikan kakap', 'kecap asin', 'jeruk nipis', 'cabai rawit', 'jahe', 'daun bawang', 'bawang putih', 'biar', 'merica']"
819,"['kering', 'daun jeruk', 'asam jawa', 'cabai rawit', 'jahe', 'kemiri', 'bawang merah', 'merah', 'ketumbar', 'ayam kampung', 'petai', 'kol', 'tomat', 'serai', 'terasi', 'lengkuas', 'cabai merah', 'daun kemangi', 'jeruk limau', 'kunyit', 'timun', 'bawang putih']"
820,"['terasi', 'tauge', 'kacang tanah', 'kangkung', 'labu siam', 'bayam', 'kol', 'asam jawa', 'jeruk limau', 'cabai rawit', 'bawang putih', 'merah', 'kencur']"
821,"['tauge', 'kacang tanah', 'telur', 'kerupuk', 'jeruk nipis', 'cabai rawit hijau', 'cabai merah', 'kecap manis', 'tahu kuning', 'lontong', 'bawang putih', 'bawang merah', 'merica']"
822,"['ikan tongkol', 'lada', 'kelapa', 'daun jeruk', 'asam jawa', 'lengkuas', 'daun salam', 'jeruk nipis', 'santan', 'cabai merah', 'kemiri', 'kunyit', 'tomat', 'bawang putih', 'bawang merah', 'serai', 'jawa', 'ketumbar']"
823,"['saus tiram', 'ayam', 'saus sambal', 'bihun', 'kaldu ayam', 'telur', 'ebi', 'kol', 'kecap manis', 'daun bawang', 'tomat', 'bawang putih', 'bawang merah', 'daun seledri', 'merica']"
824,"['tepung maizena', 'tepung terigu', 'ayam', 'kecap asin', 'jahe', 'bawang putih', 'kaldu bubuk', 'merica']"
825,"['lada bubuk', 'tepung terigu', 'ge', 'telur', 'soun', 'pala bubuk', 'jeruk nipis', 'cabai merah', 'cabai rawit', 'daun bawang', 'ayam', 'cuka', 'bawang putih', 'bawang merah', 'wortel', 'kentang', 'tau', 'margarin']"
826,"['santan', 'merica bubuk', 'jahe', 'serai', 'merah']"
827,"['ikan tongkol', 'daun kunyit', 'cabai merah keriting', 'daun jeruk', 'lengkuas', 'daun salam', 'jeruk nipis', 'jahe', 'kunyit', 'kemiri', 'asam kandis', 'bawang putih', 'bawang merah', 'serai']"
828,"['ikan bandeng', 'bubuk', 'cabai rawit', 'kunyit', 'tomat', 'asam', 'bawang putih', 'kaldu bubuk', 'serai', 'merah', 'sisiknya']"
829,"['daun jeruk', 'lengkuas', 'daun salam', 'santan', 'jahe', 'kaldu ayam bubuk', 'kemiri', 'ayam', 'bawang putih', 'bawang merah']"
830,"['ketumbar bubuk', 'lada bubuk', 'daun jeruk', 'ati ampela ayam', 'pala bubuk', 'kecap manis', 'jahe', 'kemiri', 'cabai merah', 'bawang putih', 'bawang merah', 'serai', 'giling']"
831,"['cabai rawit merah', 'terasi', 'saus tiram', 'cabai merah keriting', 'kangkung', 'daun salam', 'bawang putih', 'bawang merah']"
832,"['ubi jalar', 'tepung tapioka']"
833,"['asam gelugur', 'cabai merah keriting', 'daun jeruk', 'bunga pepaya', 'cabai rawit', 'kepala', 'jahe', 'udang', 'bawang merah', 'serai']"
834,"['cabai rawit merah', 'cabai merah keriting', 'daun jeruk', 'tomat', 'bawang merah', 'merah', 'tempe']"
835,"['ketumbar bubuk', 'lada bubuk', 'cabai merah keriting', 'ayam', 'daun jeruk', 'kayu manis', 'santan', 'jahe', 'kemiri', 'asam kandis', 'bawang merah', 'daun kunyit', 'daun salam', 'cengkeh', 'serai', 'kelapa', 'pala bubuk', 'kunyit', 'bawang putih']"
836,"['kelapa', 'cabai merah keriting', 'ayam', 'daun jeruk', 'daun salam', 'santan', 'cabai rawit', 'kemiri', 'kunyit', 'asam kandis', 'bawang putih', 'bawang merah', 'ketumbar']"
837,"['instant', 'tepung ketan', 'singkong', 'santan']"
838,"['saus tiram', 'cabai hijau', 'soun', 'merica bubuk', 'daun', 'kecap manis', 'daun bawang', 'bakso sapi', 'hijau', 'cabai merah', 'bawang putih', 'bawang merah', 'sawi']"
839,"['bawang merah', 'ayam', 'daun bawang', 'bakso sapi', 'ayam', 'seledri', 'tomat', 'kaldu bubuk', 'wortel', 'bawang putih', 'buncis']"
840,"['mentega', 'vanili', 'tepung terigu', 'susu kental manis', 'bubuk', 'vanila', 'kuning telur', 'putih', 'tepung maizena']"
841,"['tepung terigu', 'telur', 'daun bawang', 'didih', 'tepung kanji']"
842,"['tape singkong', 'tepung terigu', 'gabin tawar', 'susu kental manis']"
843,"['cabai hijau', 'daun jeruk', 'tauco', 'daun salam', 'santan', 'cabai rawit', 'kemiri', 'kunyit', 'tomat', 'merah', 'bawang putih', 'bawang merah', 'serai', 'tahu kulit', 'kencur', 'ikan']"
844,"['kelapa', 'tepung ketan putih', 'daun pandan', 'putih', 'ubi ungu', 'merah']"
845,"['kelapa', 'telur', 'kuning', 'daun pisang', 'santan', 'warna', 'pisang kepok']"
846,"['tepung sagu', 'daun pandan', 'tani', 'santan', 'warna', 'tepung hunkwe', 'hijau', 'batu', 'merah', 'perwarna']"
847,"['daun jeruk', 'jeruk nipis', 'ikan salem', 'jahe', 'kemiri', 'bawang merah', 'daun kunyit', 'daun salam', 'daun pandan', 'daun', 'tomat', 'serai', 'merica', 'lengkuas', 'cabai merah', 'daun kemangi', 'cabai rawit merah', 'kunyit', 'bawang putih']"
848,"['cabai rawit merah', 'ikan gurame', 'cabai merah keriting', 'daun jeruk', 'asam jawa', 'jeruk limau', 'jeruk nipis', 'temu kunci', 'tomat hijau', 'jahe', 'kunyit', 'kemiri', 'bawang putih', 'bawang merah', 'serai', 'kencur', 'ketumbar']"
849,"['bawang merah', 'buncis', 'merica', 'butuh', 'bawang', 'pala bubuk', 'kecap manis', 'tomat', 'ayam', 'bawang putih', 'bawang bombay', 'wortel', 'merah', 'saus tomat']"
850,"['daun kemangi', 'utuhkan', 'ikan gurame', 'daun jeruk', 'jeruk nipis', 'tomat hijau', 'cabai rawit', 'jahe', 'bawang putih', 'serai', 'filet']"
851,"['bawang merah', 'ayam', 'daun salam', 'merica bubuk', 'cabai rawit', 'asam', 'kaldu bubuk', 'bawang putih', 'serai', 'merah', 'kental']"
852,"['kelapa', 'tahu putih', 'asam jawa', 'daun salam', 'daun', 'kecap manis', 'bawang putih', 'bawang merah', 'jawa', 'ketumbar', 'tempe']"
853,"['lada bubuk', 'tahu putih', 'telur', 'bawang putih', 'bawang merah', 'wortel']"
854,"['perkedel', 'ayam', 'daun jeruk', 'sambal', 'santan', 'jahe', 'kemiri', 'jinten', 'bawang merah', 'kentang', 'kapulaga', 'ketumbar', 'emping', 'tauge', 'kerupuk', 'daun salam', 'putih telur', 'bunga lawang', 'tomat', 'serai', 'merica', 'kelapa', 'rawit', 'daun bawang', 'seledri', 'kental', 'ijo', 'kunyit', 'bawang putih']"
855,"['daun jeruk', 'daun salam', 'santan', 'jahe', 'bawang putih', 'bawang merah', 'serai', 'merah', 'lemak', 'ketumbar', 'daging sapi']"
856,"['daun jeruk', 'santan', 'cabai rawit', 'kemiri', 'bawang merah', 'kluwek', 'merah', 'tahu kulit', 'kencur', 'ketumbar', 'telur', 'daun salam', 'serai', 'lengkuas', 'cabai merah', 'daging sapi', 'bawang putih', 'kaldu bubuk', 'kulit melinjo']"
857,"['lengkuas', 'jeruk nipis', 'daun pisang', 'daun', 'cabai merah', 'teri', 'kemiri', 'kunyit', 'jahe', 'bawang putih', 'bawang merah', 'daun kemangi']"
858,"['daun kemangi', 'lada', 'kangkung', 'bayam', 'labu kuning', 'ikan asin', 'jahe', 'beras', 'singkong', 'bawang putih', 'serai']"
859,"['bombay', 'jamur', 'ragi instant', 'tepung terigu', 'pasta', 'sosis', 'keju mozarella', 'tomat', 'bawang putih', 'paprika', 'oregano', 'baking powder', 'bawang bombay']"
860,"['tepung terigu', 'tahu putih', 'kering', 'telur puyuh', 'mie', 'daun bawang', 'ayam', 'bawang putih', 'merica']"
861,"['keju cheddar', 'telur ayam', 'lada bubuk', 'spaghetti', 'bawang putih', 'bawang bombay', 'oregano', 'margarin', 'susu']"
862,"['mentega', 'butter cream', 'kacang tanah', 'susu bubuk', 'putih telur', 'kuning telur', 'sp', 'coklat bubuk', 'kulit']"
863,"['vanili', 'tepung terigu', 'biru', 'kuning', 'berwana', 'soda', 'warna', 'sp', 'hijau', 'ungu', 'merah']"
864,"['lada bubuk', 'kelapa', 'daging sapi', 'daun jeruk', 'telur', 'lengkuas', 'daun salam', 'santan', 'kemiri', 'putih', 'bawang putih', 'bawang merah', 'serai', 'jawa', 'kisi', 'sengkel', 'ketumbar', 'kental']"
865,"['bombay', 'lada bubuk', 'saus tiram', 'ayam', 'saus sambal', 'jeruk nipis', 'cabai merah', 'jahe', 'kecap manis']"
866,"['plain', 'mentega', 'ragi instant', 'tepung terigu', 'strawberry', 'poppyseed', 'kuning telur', 'paletta', 'tawar', 'susu uht']"
867,"['tepung terigu', 'ayam', 'wortel', 'kentang', 'buncis', 'margarin']"
868,"['bawang merah', 'terasi', 'saus tiram', 'cabai merah keriting', 'pala', 'sapi', 'telur', 'kerupuk', 'kecap manis', 'kemiri', 'tomat', 'bawang putih', 'nasi putih', 'mata', 'merica']"
869,"['pasta', 'tepung terigu', 'daun pandan', 'santan', 'pandan', 'pisang raja', 'tepung beras']"
870,"['pasta', 'kelapa', 'daun pandan', 'pandan', 'kapur sirih', 'putih', 'merah', 'pisang kepok', 'tepung beras']"
871,"['daun kunyit', 'kelapa', 'daging sapi', 'cabai merah keriting', 'daun jeruk purut', 'kayu manis', 'santan', 'bunga lawang', 'cengkeh', 'rendang', 'asam kandis', 'jahe', 'bawang putih', 'bawang merah', 'lengkuas', 'ketumbar']"
872,"['ikan tongkol', 'tepung terigu', 'daun jeruk', 'telur', 'daun salam', 'santan', 'daun', 'jahe', 'putih', 'serai', 'daun kemangi']"
873,"['telur ayam', 'wijen', 'kaldu ayam', 'bakso', 'bubuk', 'kecap asin', 'tiram', 'merica bubuk', 'saos', 'daun bawang', 'kecap inggris', 'udang', 'nasi putih', 'bawang bombay', 'wortel', 'ikan']"
874,"['merah', 'kelapa', 'singkong']"
875,"['kacang hijau', 'tepung ketan', 'wijen', 'daun pandan', 'santan', 'kentang']"
876,"['tepung sagu', 'kelapa', 'daun pandan', 'santan', 'aren']"
877,"['ketumbar bubuk', 'putih telur', 'daun', 'cabai rawit', 'daun bawang', 'tepung tapioka', 'kaldu bubuk', 'tepung', 'sop', 'serbaguna', 'tempe']"
878,"['bawang merah', 'lada bubuk', 'ketumbar bubuk', 'ayam', 'beras ketan', 'daun jeruk', 'daun salam', 'daun pisang', 'santan', 'kemiri', 'kaldu bubuk', 'bawang putih', 'serai', 'kental']"
879,"['kaldu ayam', 'nanas', 'wijen', 'saos', 'tomat', 'wortel', 'merica', 'tepung beras', 'kecap asin', 'cabai merah', 'kecap ikan', 'tepung sagu', 'tepung maizena', 'tepung terigu', 'dada ayam', 'timun', 'bawang putih', 'bawang bombay', 'manis']"
880,"['muda', 'vanili', 'kering', 'kelapa muda', 'bubuk', 'jagung', 'lap', 'kulit']"
881,"['tepung sagu', 'kelapa', 'tepung tapioka', 'daun pisang', 'singkong', 'merah']"
882,"['vanili', 'tepung terigu', 'pasta', 'susu kental manis', 'kismis', 'telur', 'daun pandan', 'kaleng', 'santan', 'kuning telur', 'kentang']"
883,"['merah', 'daun pandan', 'tepung terigu', 'tepung beras']"
884,"['bawang merah', 'ebiudang', 'kering', 'kaldu ayam', 'bubuk', 'lengkuas', 'terong', 'cabai merah', 'bawang putih', 'ungu']"
885,"['tepung ketan', 'kelapa', 'daun pandan', 'daun pisang', 'kulit', 'merah']"
886,"['pasta', 'vanili', 'kelapa', 'tepung ketan putih', 'telur', 'daun pandan', 'santan', 'margarin', 'kental']"
887,"['kental', 'merah', 'beras ketan putih', 'santan']"
888,"['tepung terigu', 'kacang tanah', 'cabai merah', 'kecap manis', 'dibentuk', 'bawang putih', 'merah', 'merica', 'tepung kanji']"
889,"['palem', 'jahe', 'bawang merah', 'kentang', 'pala', 'daun salam', 'kecap manis', 'wortel', 'merica', 'daun selada', 'kecap inggris', 'saus tomat', 'daging sapi', 'has', 'bubuk', 'bawang putih', 'bawang bombay', 'buncis', 'kaldu sapi']"
890,"['tahu sumedang', 'asam jawa', 'kecap manis', 'cabai rawit', 'bawang putih', 'bawang merah']"
891,"['terasi', 'hela', 'kol', 'telur', 'dada ayam', 'kerupuk', 'cabai merah', 'cabai rawit', 'timun', 'nasi putih', 'bawang merah', 'bikin', 'bawang putih', 'arik']"
892,"['kencur', 'terasi', 'tauge', 'kelapa', 'daun jeruk', 'ijo', 'kacang', 'teh', 'cabai merah', 'bawang putih', 'tau', 'sawi']"
893,"['tepung sagu', 'santan', 'cabai merah', 'bawang putih', 'kencur', 'tepung beras']"
894,"['bawang merah', 'tepung terigu', 'susu kental manis', 'telur', 'santan', 'kental', 'bawang bombay', 'merica', 'daging giling', 'margarin']"
895,"['daun pandan', 'daun pisang', 'santan', 'warna', 'hijau', 'merah', 'tepung beras']"
896,"['kelapa', 'daun pandan', 'daun pisang', 'santan', 'pisang tanduk', 'tepung beras']"
897,"['sayur', 'pasta', 'vanili', 'tepung terigu', 'pasta coklat', 'pandan', 'tepung hunkwe']"
898,"['badan', 'belimbing wuluh', 'serai', 'lengkuas', 'daun pisang', 'ikan kembung', 'cabai merah', 'cabai rawit', 'kemiri', 'kunyit', 'bawang putih', 'bawang merah']"
899,"['cabai keriting', 'daun jeruk purut', 'daun salam', 'pala bubuk', 'biji', 'kecap manis', 'kemiri', 'jintan', 'bawang putih', 'bawang merah', 'serai', 'lemak', 'daging sapi']"
900,"['vanili', 'santan', 'singkong', 'tepung maizena', 'merah', 'tepung beras']"
901,"['kelapa', 'essens', 'warna', 'pandan', 'hijau', 'singkong']"
902,"['cabai merah keriting', 'telur', 'daging kambing', 'daun bawang', 'cengkeh', 'putih', 'cabai', 'nasi putih', 'bawang merah', 'bawang putih', 'jinten', 'arik', 'merica', 'kapulaga']"
903,"['vanili', 'tepung ketan putih']"
904,"['pasta', 'tepung terigu', 'kelapa', 'daun jeruk', 'telur', 'daun pandan', 'sdmisi', 'pandan', 'jawa']"
905,"['wijen', 'daging sapi', 'saus tiram', 'kecap asin', 'kulit pangsit', 'putih telur', 'merica bubuk', 'daun bawang', 'kecap ikan', 'putih', 'udang', 'paha ayam', 'bawang putih', 'kulit', 'wortel', 'batu']"
906,"['warna', 'daun pandan', 'kelapa', 'tepung tapioka']"
907,"['pisang candi', 'telur', 'daun pandan', 'daun pisang', 'santan', 'kental']"
908,"['tepung sagu', 'muda', 'sayur', 'saus tiram', 'sawi putih', 'jagung', 'tahu jepang', 'kecap manis', 'daun bawang', 'bawang putih', 'tahu jepang', 'wortel', 'kaldu bubuk', 'sawi', 'daging sapi']"
909,"['tepung sagu', 'kelapa', 'ragi', 'santan', 'pandan', 'baking powder', 'tepung beras']"
910,"['sisih', 'lengkuas', 'daun salam', 'santan', 'beras', 'bawang putih', 'bawang merah', 'serai', 'daging sapi']"
911,"['susu kental manis', 'jelly', 'kaleng', 'warna', 'leci']"
912,"['tepung terigu', 'daun jeruk', 'telur', 'daun salam', 'oncom', 'santan', 'baking powder']"
913,"['pasta', 'tepung terigu', 'vanilla', 'telur', 'santan', 'margarin']"
914,"['merah', 'kelapa', 'singkong']"
915,"['tepung terigu', 'ragi', 'daun pandan', 'santan', 'warna', 'hijau', 'merah', 'tepung beras']"
916,"['kacang hijau', 'tepung ketan', 'vanili', 'hela', 'daun pandan', 'daun pisang', 'santan', 'warna', 'kulit', 'merah', 'kental']"
917,"['keju cheddar', 'tepung sagu', 'butter', 'tani', 'daun pandan', 'kuning telur', 'margarin']"
918,"['garpu', 'daun kemangi', 'kelapa muda', 'oncom', 'cabai rawit', 'daun bawang', 'singkong', 'bawang merah', 'merica']"
919,"['vanili', 'daun pandan', 'kue', 'santan', 'tepung hunkwe', 'sagu mutiara']"
920,"['tepung terigu', 'daun jeruk', 'daun', 'tempe', 'kecap manis', 'cabai rawit', 'bawang putih', 'bawang merah', 'merica', 'ketumbar', 'tepung beras']"
921,"['mentega', 'tepung terigu', 'telur', 'daun pandan', 'suji', 'daun']"
922,"['tahu putih', 'telur', 'merica bubuk', 'daun bawang', 'kulit lumpia', 'bawang putih', 'bawang bombay', 'kaldu bubuk', 'margarin']"
923,"['tepung sagu', 'tepung terigu', 'ragi', 'daun jeruk', 'kuning telur', 'putih', 'serai']"
924,"['tepung maizena', 'beras ketan', 'daun pandan', 'santan', 'hitam']"
925,"['butter', 'susu bubuk', 'kayu manis', 'kuning telur', 'cengkeh', 'nanas', 'tepung maizena', 'susu uht']"
926,"['tepung terigu', 'essens', 'telur', 'vanila', 'tepung maizena', 'margarin', 'susu']"
927,"['bubuk', 'butter', 'telur', 'kayu manis', 'palem', 'pisang', 'baking powder']"
928,"['tepung maizena', 'tepung terigu', 'cream cheese', 'putih telur', 'pandan', 'perisa', 'cream of tartar', 'putih', 'tawar', 'whipping cream', 'susu']"
929,"['nasi', 'bawang merah', 'merah', 'sungai', 'acar', 'telur', 'kerupuk', 'kecap manis', 'tomat', 'cumi', 'kecap ikan', 'kulit', 'cabe', 'saus tomat', 'melintang', 'margarin', 'bubuk', 'kaldu', 'merica bubuk', 'udang', 'bawang putih', 'bawang bombay']"
930,"['sedap', 'nasi', 'has', 'saus tiram', 'sapi', 'telur', 'kerupuk', 'kecap asin', 'cabai rawit hijau', 'timun', 'cabai', 'bawang putih', 'bawang merah', 'wortel', 'mata', 'merica', 'daging sapi']"
931,"['bubuk kari', 'kelapa', 'cabai merah keriting', 'ayam', 'kering', 'bunga lawang', 'kayu manis', 'santan', 'biji', 'bunga lawang', 'cengkeh', 'daun kari', 'cabai merah', 'bunga lawang', 'serai', 'kentang', 'kapulaga', 'kental']"
932,"['baking soda', 'tepung terigu', 'vanilla', 'telur', 'unsalted butter', 'extract', 'kastor', 'choco chips', 'coklat bubuk', 'susu']"
933,"['caisim', 'lada bubuk', 'ampela', 'bakso', 'dada ayam', 'telur', 'kecap asin', 'biji', 'kecap manis', 'daun bawang', 'kaldu ayam bubuk', 'udang', 'nasi putih', 'pasang', 'kol putih', 'ati']"
934,"['keju cheddar', 'susu bubuk', 'jagung', 'soun', 'pala bubuk', 'merica bubuk', 'kuning telur', 'impor', 'kacang polong', 'bawang putih', 'bawang bombay', 'wortel', 'kentang', 'manis', 'daging giling']"
935,"['daun pandan', 'jagung', 'santan']"
936,"['lada bubuk', 'tepung roti', 'jeruk nipis', 'putih telur', 'udang', 'tepung roti', 'tepung', 'serbaguna']"
937,"['telur ayam', 'keju cheddar', 'roti tawar', 'kismis', 'vanilla', 'butter', 'kenari', 'susu']"
938,"['lengkuas', 'daun salam', 'santan', 'beras', 'tomat', 'bawang putih', 'bawang merah', 'serai', 'asin', 'cumi']"
