,Ingredient1,Ingredient2,f_x,f_y,f_xy,pmi
6667,kecap asin,tauge,440,349,2,-0.12905365682892322
1977,saus tiram,serai,249,2467,8,-0.12912365958836292
6223,bawang merah,kacang tanah,4710,212,13,-0.12943429249507366
6292,kencur,merica bubuk,186,827,2,-0.13075837645108185
16870,jeruk nipis,jinten,836,92,1,-0.13077137840787653
12,ayam,kelapa,1727,490,11,-0.13100538472711493
494,bunga lawang,tepung,445,173,1,-0.13172006493815372
29750,cabai rawit,lada,1087,496,7,-0.13219685306495818
28331,bawang,kering,307,251,1,-0.13265487499311557
59707,belimbing wuluh,merica,78,988,1,-0.13274571271159413
12436,hijau,kemiri,323,1193,5,-0.13279502116060682
9096,lada,lada bubuk,297,519,2,-0.13284302968277745
23749,daun bawang,tepung beras,1463,369,7,-0.13348508427947275
10924,dada ayam,kemiri,388,1193,6,-0.13382648076726908
54443,bunga kol,jahe,66,1169,1,-0.13391289177262855
55609,merica,tepung,446,173,1,-0.13396473479197757
9411,nasi putih,tepung maizena,83,931,1,-0.13545407334779958
33575,tepung beras,tomat,104,1487,2,-0.13611385331571696
48862,daun salam,jamur kuping,1460,53,1,-0.13683781652863852
53323,asam jawa,madu,710,109,1,-0.1369670405386393
63049,arik,saus tiram,83,933,1,-0.13759999691807623
41534,nasi putih,saus tiram,83,933,1,-0.13759999691807623
55139,kaldu ayam,tauge,222,349,1,-0.13810349234884117
41174,kacang tanah,putih telur,284,273,1,-0.1388002216203003
14712,daun bawang,kacang tanah,1463,212,4,-0.1388905028463807
32341,daun bawang,sandung lamur,1463,53,1,-0.1388905028463807
61049,bihun,kemiri,65,1193,1,-0.13896788026768778
42088,beras ketan,kemiri,65,1193,1,-0.13896788026768778
27131,bakso,kentang,233,333,1,-0.13953513182027896
52990,dada ayam,sate,388,200,1,-0.13967689444544468
10681,bubuk,keju cheddar,995,78,1,-0.13980575212231902
46230,bubuk,serbaguna,995,156,2,-0.13980575212231902
5647,aren,telur,72,2156,2,-0.13988305875913226
24851,ketumbar,sayur,434,179,1,-0.14078452821529444
13037,jamur kuping,kecap manis,78,996,1,-0.14081027254832448
32288,cengkeh,tahu putih,379,205,1,-0.14090037249496903
1573,ikan tenggiri,serai,126,2467,4,-0.14109985063507863
55629,bawang merah,pipih,4710,33,2,-0.1411577561911329
27750,ayam,mayonaise,1727,45,1,-0.1411577561911329
39944,bawang merah,temu kunci,4710,33,2,-0.1411577561911329
8236,bawang merah,sambal terasi,4710,33,2,-0.1411577561911329
8233,bawang putih,kentang,6536,333,28,-0.1413728046192132
34470,kaldu,tepung maizena,167,931,2,-0.14146009740801135
43733,kulit,warna,213,365,1,-0.14154370756605114
5704,tepung maizena,tepung tapioka,161,483,1,-0.1417752069111702
687,bawang merah,santan,4710,1768,107,-0.14257278402028056
2271,bawang bombay,kapulaga,1442,216,4,-0.14312455268330326
58062,bayam,kelapa,159,490,1,-0.1436637815990383
1327,daun pandan,telur,506,2156,14,-0.14384345997522918
20860,kemiri,sate,780,200,2,-0.14481829394586326
3972,hijau,tepung tapioka,323,483,2,-0.1448759845894185
6546,cabai rawit,saus tiram,1087,933,13,-0.14498691878115105
9734,caisim,lengkuas,44,1774,1,-0.14553598506192045
7718,margarin,udang,664,823,7,-0.1456823893723249
13159,bawang,merah,307,1527,6,-0.14650277185190916
1329,merah,telur,617,2156,17,-0.148019800152194
60250,cabai merah,paprika hijau,1597,49,1,-0.14805663459977364
43185,cabai merah keriting,jinten,851,92,1,-0.14855489389654897
10899,daun jeruk,nasi,1506,104,2,-0.14881031521540072
9675,butter,tepung,453,173,1,-0.1495379082549475
7653,jagung,saus tiram,252,933,3,-0.14957618796479197
11738,putih telur,timun,159,493,1,-0.1497675645370561
